2024/08/09 08:59:51 [error] 129544#101836: *16382 WSARecv() failed (10054: An existing connection was forcibly closed by the remote host) while reading response header from upstream, client: 127.0.0.1, server: , request: "POST /wp-admin/admin-ajax.php HTTP/1.0", upstream: "fastcgi://127.0.0.1:10015", host: "planty.local", referrer: "http://planty.local/wp-admin/post.php?post=56&action=elementor"
2024/08/13 09:54:19 [error] 129544#101836: *32227 no live upstreams while connecting to upstream, client: 127.0.0.1, server: , request: "GET /commander/?elementor-preview=67&ver=1723534880&preview-debug HTTP/1.0", upstream: "fastcgi://php", host: "planty.local", referrer: "http://planty.local/wp-admin/post.php?post=67&action=elementor"
2024/08/13 09:54:23 [error] 129544#101836: *32228 no live upstreams while connecting to upstream, client: 127.0.0.1, server: , request: "GET /wp-admin/admin.php?page=wpcf7&post=145&action=edit HTTP/1.0", upstream: "fastcgi://php", host: "planty.local", referrer: "http://planty.local/wp-admin/post.php?post=67&action=elementor"
2024/08/13 09:54:25 [error] 129544#101836: *32229 no live upstreams while connecting to upstream, client: 127.0.0.1, server: , request: "GET /wp-admin/admin.php?page=wpcf7-new HTTP/1.0", upstream: "fastcgi://php", host: "planty.local", referrer: "http://planty.local/wp-admin/post.php?post=67&action=elementor"
2024/08/13 09:54:26 [error] 129544#101836: *32230 no live upstreams while connecting to upstream, client: 127.0.0.1, server: , request: "POST /wp-admin/admin-ajax.php HTTP/1.0", upstream: "fastcgi://php", host: "planty.local", referrer: "http://planty.local/wp-admin/post.php?post=67&action=elementor"
2024/08/13 17:17:27 [error] 129544#101836: *40439 WSARecv() failed (10054: An existing connection was forcibly closed by the remote host) while reading response header from upstream, client: 127.0.0.1, server: , request: "GET /wp-json/wp/v2/types?context=view&_locale=user HTTP/1.0", upstream: "fastcgi://127.0.0.1:10015", host: "planty.local", referrer: "http://planty.local/wp-admin/post.php?post=67&action=edit"
2024/08/13 17:17:27 [error] 129544#101836: *40445 WSARecv() failed (10054: An existing connection was forcibly closed by the remote host) while reading response header from upstream, client: 127.0.0.1, server: , request: "GET /wp-json/?_fields=description%2Cgmt_offset%2Chome%2Cname%2Csite_icon%2Csite_icon_url%2Csite_logo%2Ctimezone_string%2Curl&_locale=user HTTP/1.0", upstream: "fastcgi://127.0.0.1:10015", host: "planty.local", referrer: "http://planty.local/wp-admin/post.php?post=67&action=edit"
2024/08/13 17:17:28 [error] 129544#101836: *40439 WSARecv() failed (10054: An existing connection was forcibly closed by the remote host) while reading response header from upstream, client: 127.0.0.1, server: , request: "GET /wp-json/wp/v2/types?context=view&_locale=user HTTP/1.0", upstream: "fastcgi://127.0.0.1:10014", host: "planty.local", referrer: "http://planty.local/wp-admin/post.php?post=67&action=edit"
2024/08/13 17:17:28 [error] 129544#101836: *40449 WSARecv() failed (10054: An existing connection was forcibly closed by the remote host) while reading response header from upstream, client: 127.0.0.1, server: , request: "GET /wp-json/wp/v2/users/1?context=view&_fields=id%2Cname&_locale=user HTTP/1.0", upstream: "fastcgi://127.0.0.1:10014", host: "planty.local", referrer: "http://planty.local/wp-admin/post.php?post=67&action=edit"
2024/08/13 17:17:28 [error] 129544#101836: *40449 no live upstreams while connecting to upstream, client: 127.0.0.1, server: , request: "GET /wp-json/wp/v2/users/1?context=view&_fields=id%2Cname&_locale=user HTTP/1.0", upstream: "fastcgi://php", host: "planty.local", referrer: "http://planty.local/wp-admin/post.php?post=67&action=edit"
2024/08/13 17:17:28 [error] 129544#101836: *40445 WSARecv() failed (10054: An existing connection was forcibly closed by the remote host) while reading response header from upstream, client: 127.0.0.1, server: , request: "GET /wp-json/?_fields=description%2Cgmt_offset%2Chome%2Cname%2Csite_icon%2Csite_icon_url%2Csite_logo%2Ctimezone_string%2Curl&_locale=user HTTP/1.0", upstream: "fastcgi://127.0.0.1:10014", host: "planty.local", referrer: "http://planty.local/wp-admin/post.php?post=67&action=edit"
